,content,date,rating
6166,"I bought this just because I can, and no one, not even Trump, can say I can't read it. I haven't read it yet but I will. And I recommend every American do so too. No book banning allowed.",January-12-2018,5
6167,"Overall, it's an enjoyable read.  You question how the author gets these quotes he provides, but based on the information that President Trump tweets and is reported in all aspects of the media, these accusations are true.  Book is not without it's problems, but would recommend it to anyone.",January-10-2018,4
6168,Very good book. Makes one really wonder !,January-10-2018,5
6169,Interesting to have the inside story!,January-15-2018,5
6170,"Could not put this book down, loved it & got it at a great amazon price. However part of page 177/178 were torn out, wondering what those two top page paragraphs contained?",January-20-2018,5
6171,"A great read, brilliant but a frightening expose of US democracy at its worst. Recommended reading by anyone interested in political drama and particularly those who think Australia should have an elected President...think again",January-11-2018,5
6172,"If ever there was a book that should have been written  for the masses, it was this one.  An opportunity missed by an elitist attitude.  K.I.S.S.",February-19-2018,3
6173,Great book!! Thank you to the author for his willingness to tell the truth and stand up against the WH! #resistance,January-20-2018,5
6174,This book needs better editing sometimes the words and punctuation are wrong and misspelled. The stories support the things that have already been brought to light only offering support for them. Interesting read but this book is more about Mr. Bannon than Mr. Trump.,January-23-2018,3
6175,Fascinating and explains a lot about the state of the presidency.,January-15-2018,5
6176,Awesome read!  Just handle the truth.,January-24-2018,5
6177,"Deep within the government lies a twisting, turning soap opera. Multiple characters with complex agendas in a compressed timeline can cause confusion. I considered making a flow chart to sort it out. Having watched this as it happened I was able to keep most of it sorted, though flipping pages back and forth was sometimes needed. I am glad the president was not able to stop publication and that it is available to the world. With some revision this could be a great look into an era for future historians and researchers.",January-26-2018,3
6178,Interesting book. Worth the read.,February-16-2018,5
6179,"Could not put this book down! I thought I knew everything about Trump but I had NO IDEA what was really going on inside this current administration, until NOW!",January-5-2018,5
6180,"I thought this was an engrossing albeit, disturbing read. The caution is to avoid taking everything as literal fact. I tired to read this with the same mindset I use when watching an historical recreation -- I know certain things are facts and the rest is observation, assumption, opinion and conjecture.",January-29-2018,5
6181,A fast read. its like a thriller.,January-25-2018,5
6182,"I leave this book not exactly sure where the truth lies in some of these stories but convinced that the author would not have presented the evidence as he did, and would not have arrived at his conclusions about the Trump White House administration and Trump on the prowl, if he had not been riding close enough to the truth throughout.  (The author Wolff explains that some stories contradict others and that phenomenon in itself is symptomatic of the Trump White House and it's infidelity to the truth and propensity for delusion; the author has done the best he can with the stories presented to him.)The other insight I have to offer is this:  As I noted, the authorâ€™s offerings have an overall ring of truth to them.  Any reader who has been paying attention will have â€˜ah-ha!â€™ moments that say â€˜I suspected this is what was going on while Trump has played at being leader of the free world.â€™  Any American capable of seeing through the glass clearly knows intuitively and objectively that Donald Trump is not cut out for the work at hand.I consider the author Wolf a patriot who could not have made all of this up; the truth has to matter more than Donald Trump's show.  For corroboration of truths we look to Trump as we have known him.  His latest antic with the derisive Tweet taunting North Koreaâ€™s leader plus thousands of more samplings of his behavior, available and known to us, offer proof that Wolf portrays Trump as he is.  We are in danger plenty.  Surely America will no longer be first.  Let us pray our democratic republic survives, that democracy survives as a force for good in the world, and the world is not drawn into a war because Trump was allowed to remain in the lead in spite of what we know about him.  He should not have presidential powers.  We must get him out of office before it is too late.",January-5-2018,5
6183,Interesting book. Most of the highlights in the book I already saw on tv or read online but I had to purchase it to do nothing more then piss off the orange idiot in the white house,April-22-2018,4
6184,"enjoy reading, love it",April-23-2018,5
6185,"While  I don't know that I believe everything  in this book, it is a must read considering how Trump tried to prevent it from being published.",April-23-2018,5
6186,Love it. The writing is great. I didn't think I'd be laughing so much!,January-9-2018,5
6187,Great. The Great. The best. Really the best book ever. . Really the best book ever. Great. The best. Really the best book ever.,January-11-2018,5
6188,"Excellent work. Anyone interested in how #USpolitics works, under not just #Trump but also the #GOP, has to read this.",January-5-2018,5
6189,"Don't tell anyone you have it... they will rush your reading, ie: my son and his wife! Came quickly which surprised me, although I ordered itas soon as I could.",January-9-2018,5
6190,Great! Get the inside scoop.,January-15-2018,5
6191,"As others have said, not much in this book is surprising if you are reading or watching the news. But itâ€™s a real page turner - well written, funny and not particularly partisan. Wolff takes shots at people across the political spectrum, especially in the MSM media as Trump would say.",January-11-2018,5
6192,"This is real life, oh boy.",January-11-2018,5
6193,Interesting book.,April-24-2018,5
6194,He loves to use obscure words (thank goodness for kindle dictionary ) that just make him look snobbish and really slow down and tarnish the reading comprehension and enjoyment.,January-8-2018,4
6195,"Fun tour of a terrifyingly dysfunctional man and White House.  You wonâ€™t learn a lot if you have been following the news, but strings a good story.Clearly rushed to publication. Has too many typos and places that could have been tightened up.",January-26-2018,4
6196,"Even if only half of what this says is true, it is a national nightmare.In 3 months few will remember, but the described action will unfortunately remain with us.",January-11-2018,4
6197,"I bought it specifically because Trump didn't want us to read it.  I know I helped make Michael Wolff rich, but I'd do it again in a heartbeat.",January-9-2018,4
6198,"Well written, fun read.",January-25-2018,5
6199,"Hard to read but still entertaining. Did not learn more about the overall shortcomings of the Trump White House but, rather, more details of the political chaos underlying them.",January-11-2018,3
6200,loved it!What fun to read about a situation that is currently unfolding.,January-11-2018,5
6201,"Wolff nails it.  Every word rings true.  He has a slightly humerous way of writing also, which makes this horror story fun to read.",January-11-2018,5
6202,An interesting read and insight into the (sometimes worrisome) workings of the current white house. Would recommend to all with an open mind.,February-17-2018,4
6203,"I read the book in one sitting ,The author verified much of his information with speech quotes etc. Much of the information is on record and he has collated it well.",January-10-2018,5
6204,"If you want to understand the role of all the White House players,  this one's for you.  I found the writing style a bit distracting but it is a roller coaster ride.",January-11-2018,4
6205,Absolutely vital in understanding what the heck's happening inside the White House. Compelling and hard to put down.,January-10-2018,5
6206,"great book, can't put it down",January-15-2018,5
6207,"From what I hear the book may be poorly written and contain some conjecture - I am not sure, I have not read it yet. I bought it because it pissed off Trump.",January-18-2018,5
6208,"...but was not surprised by the ""revelations"" within.  Tabloid-esque in its style and content.  Cannot wait to see the ""conclusion"" to this story!  Hopefully sooner than later.",January-15-2018,3
6209,"This book is not very well written, and not worth all the hype. If you follow the news, even just the head lines, you don't need to pick up this book. Seems made up in places to fill in some drama.",January-25-2018,2
6210,"The narrative of this book is all too damning of our current POTUS.  I don't want to give anything away for those who have not read it.  But the tomb by Michael Wolfe is informative, entertaining and generally a fun read.  Due to my prurient curiosity I have been following the news of Trump since he announced his presidency.  So some of the contents of 'Fire and Fury' I already know, but other passages left me stunned, amazed and wondering if this is all just a bad dream and when will I wake up?",February-1-2018,5
6211,"While this book is not the most well crafted read, it certainly brought detail to the chaos of the Trump news we hear in the media. If half of what is written is true, we should all be very afraid.",January-11-2018,5
6212,Good read.,April-23-2018,4
6213,Good read,April-23-2018,5
6214,There was not much unexpected in here.  Most has been covered in the media. Painful to read as we should expect exponentially more from our nation's leader.,January-11-2018,4
6215,"It's even worse than anyone ever imagined.  This is a great book, my only complaint is the author uses words that I had to lookup in the dictionary throughout the whole book.",January-11-2018,5
6216,"Palace intrigue lacking intelligence. Image building at the cost of integrity. This book opens a window on a man absolutely incapable of organizing anything, who has no business being president. Every citizen should read this.",January-6-2018,5
6217,Great reading.,February-18-2018,5
6218,I couldnâ€™t stop reading this book. Wolfeâ€™s  voice is easy to read and his inside take on what was going on incredible to digest. Very glad i got my copy,January-11-2018,5
6219,Anyone who follows politics will find nothing new. Its all a rehash of history to the day Bannon was fired from the Trump administration. It also has the appearancs of being rushed to publication rambling at times with no end to the thought at hand.,February-4-2018,2
6220,"I don't know how much of the book is factual vs supposition and assumption but was saddened at how it illustrates the shambles we seem to find ourselves in.  I think we have lost our way - we aren't seeing the resurgence of America the great, but rather America the great joke. Regardless of whether the book is based on facts or is just one long recap of the worst of this presidency with some theatrical narrative thrown in for effect, it gives form and shape to the widening divide in our country - and hints at a brewing chaos and instability that leaves us vulnerable. No matter your political affiliation, as a country the call to unite should be loud and clear before we implode in a shower of media flamed division. No matter who you are, read it and then reach out to someone from the other side and vow to find a way to stand together on important issues before it's too late. Don't get so caught up in watching the crash that you neglect to put the brakes on and prevent it.",January-6-2018,3
6221,"This book is a REAL behind-the scenes look at Whitehouse filled with inept, government-inexperienced people, each anxious to grab his/her slice of the pie and their ""15-inutes of fame."" The promise to ""drain the swamp"" became a race to erase all vestiges of not only the previous administration, button  government protocol and detente that had been in place for, in many case, decades. The author offers a fly-on-the-wall look at reactions by actual players in the game of ""Who can wield the most power."" Bannon vs.""Jarvanka"" and Priebus struggling to attach some sort of decorum to a cauldron of infighting, are but two examples of the peek behind the Oval Office curtain. This book is a must-read tat will be referred to for generations.",January-17-2018,5
6222,"Enjoyed Mr. Wolfe's inside view of the first ~9 months of the Trump West Wing. Disturbing because I'm fairly sure that he didn't exaggerate the the chaos, the ineptitude, or the utter insanity of it all.",January-11-2018,5
6223,"Started off strong, but quickly devolved into a repetitive mess. We get it, Donald trump is an idiot. The lack of direct sources also irritated me.",February-15-2018,2
6224,"$15 to say FU to attempt at censorship and to the pure insanity of this administration. Maybe a feeble attempt, but will probably yield more than contacting my representatives in Congress who only fire back broad and inane letters about their ""leadership"". Is the content true? I don't know, but trying to repress free speech and freedom of the press, etc. is antithetical to American core values.",January-8-2018,5
6225,A+,April-22-2018,5
6226,"So bad that I didn't finish it, and I'm  not a Trump fan.",March-7-2018,1
6227,"A well written book about the insides of the Trump Whitehouse.  There may be some inaccuracies, but the essence of the book rings true.  God help the United States of America.  We are going to need it with this guy in the Whitehouse.",January-11-2018,5
6228,Good read,February-18-2018,5
6229,The book Fire And Fury was a detailed representation of what was advertised. It was a good read and in a format that allowed for specific subject matters to be covered in  certain chapters. Well written material by the writer or writers who had to been in the middle of the situation in order to reveal the innermost contents of which one could never just make up. Overall the book was worth the price and a keepsake for political and history buffs.,February-3-2018,5
6230,"You can read a weeks worth of any â€˜balanced â€˜ newspaper and save money.  Not a bad book, but nothing new.",January-27-2018,2
6231,"Read it in a couple of days. This reinforces, quite forcefully how cynical, criminal, and malicious the Trump Whitehouse truly is. Also clearly shows how terrified the inner circle is of the Mueller investigation. It's rip roaring comedy/ reality show with the star of the show President Caligula and Sloppy Steve.",January-11-2018,5
6232,A good Read. It echoes all the things I've heard from multiple sources. Also very frightening to confirm that the fears are real,February-3-2018,5
6233,There were so many grammatical errors that I couldnâ€™t get even half way through the book. Waste of money and time.,March-25-2018,1
6234,"Even buying this book is a POWERFUL statement to those of us that believe in truth and rational stability.  The book sheds light on the most dangerous aspects of this man.  To be sure, it is also a testament to the unity of those of us in the #METOO movement who have survived and are now fighting against sexual assault.  No one is above the law and country must always come before power and/or ideology.",January-7-2018,5
6235,Enjoyed the book but a lot was released before publication.,January-30-2018,4
6236,"It didnâ€™t change my opinion of President Trump, but the chaos inside the White House explained some of the irrational tweets and speeches. Itâ€™s a good read.",January-11-2018,5
6237,We have heard a lot of the rumors but the book puts everything into chronological order and makes sense of the absolute shambolic transition period and ongoing chaos that is the current administration. I got the Audible version and the voice of the reader is really good.,January-7-2018,5
6238,Super interesting insight mainly into the 'palace intrigue' / battling factions from within the White House.,February-18-2018,5
6239,"Interesting story, but you need to take on faith what the book says.  It is hard to tell who was just bragging, who was embellishing, and who was interpreting things in their favor.I would also suggest he uses language that adds to the fog index for no reason.",March-9-2018,3
6240,Loved it very well told.,January-17-2018,5
6241,"The book tells it all,very interesting",January-30-2018,5
6242,"After all the hype, I pre-ordered hard copy 3 days ago but made the mistake last night of changing shipping from 2 day delivery to 1 day and it kicked me out of the queue for the book, which is now 1-2 months backordered so I canceled hard copy this morning and got kindle instead.  Took a few tries and refreshes but it was finally able to download.  Looks like hard copy is now 2-4 weeks for delivery.Good reading so far and Iâ€™m only a few chapters in!  Will update when I finish.  No wonder fake potus wanted to stop the release. :)",January-5-2018,5
6243,"It seems like an unbelievable yet I believe every word! Well written, smart, funny and terrifying. Our president is a Monster, administration are all evil puppets and his children are idiots.",January-10-2018,5
6244,"If only 10 % of this is true, the White House is a bigger nightmare than I had imagined. Just remember, he didnâ€™t want to win",January-25-2018,3
6245,"I was really excited to read this book and it was a very good one, but it got too wonky deep into the book and it seemed like Wolff was only using words Trump wouldnâ€™t know to spite him. Some new facts but a lot of things we already knew.",January-26-2018,4
6246,"Highly recommend this alarming view of the inner workings of the Trump White House. For those who believe this administration is frighteningly inept and out of control, this book shows it is even worse than you think. For those who actually have faith that this president will get it right, this book should give you serious pause. A must read for anyone who cares about this country.",January-11-2018,5
6247,"This book should be mandatory reading for every high school student in America today!Ultimately I believe this book will have the same impact on our society as Thomas Paine's, Common Sense in 1776.",January-5-2018,5
6248,A good picture of White House factions and a confirmation of the President's dysfunctional character.  Not so good on the media and the Russia investigations.,January-10-2018,4
6249,"Wolff should be thanked for his efforts tackling the intimidating task of assigning continuous narrative to the last yearâ€™s political spin cycle, coherently connecting the dizzying onslaught of headlines, tweets, scandals & characters that have popped in and out the non-stop news flow over the last ~18 months.These linkages reveal clear patterns of behavior that shape the personalities and their motivations, providing welcome context for the all the political actions and reactions, most of which are difficult to make sense of on their own.Even if only a fraction of the anecdotes are verified verbatim, the storyâ€™s conclusion is unavoidable.",January-9-2018,5
6250,"There werenâ€™t many genuine surprises here but the details were riveting. Itâ€™s a well-written, behind-the-scenes account of the daily White House drama weâ€™ve all been watching from the cheap seats. History will judge the author as either brilliant and brave or back-stabbing and ethically void but, until then, weâ€™re all better off for knowing the real mental state of the man and the team leading us.",January-11-2018,5
6251,I am very happy with book...good read!,February-18-2018,5
6252,"This helps add context and time line to the last year. A well written east and fast read.If any specific items are embellished, the story and this book are a worthwhile read.",January-11-2018,5
6253,"Kind of hard to read as the writer is all over the place.  Thought patterns are here and there, but am working my way through this book.",January-30-2018,4
6254,Good read,March-21-2018,4
6255,"Helped make clear who/what/where some of the lesser known characters in this B- ""script""  Wolff's imagined responses of real people in actual situations was amusing if not factual. Reminded me of the movie gossip magazines I loved when I was 12/13 years old.",February-5-2018,3
6256,"Fair writing that seemed a little disjointed,and there were multiple editing errors on the Kindle version.  Looking forward to the sequel",January-11-2018,4
6257,This book reminds me of those extremely long articles in Rolling Stone back in the Nixon days.  It is interesting but not a page turner,February-11-2018,3
6258,"It does look rushed, but makes sense, since the author wanted to get this book out there as fast as he could. A lot of stuff is hard to believe, but this is Trump, in all his ill gotten glory.",January-15-2018,3
6259,"Is nothing. Absolutely nothing but space. Deep, empty space. Only Delhiâ€™s of a once terrible man remain. Three more words.",January-15-2018,5
6260,Anyone wanting a good idea of how the chaos-sausage is made should read this.  Pathological personalities on display all aroundâ€”this book makes it clear why nothing has made any sense at all this past year.,January-11-2018,5
6261,"I found this book difficult to read and often I would lose focus due to lengthy run on sentences. I found some parts interesting (mainly juicy details)  but much of it was boring. The author seemed detached and the material overly subjective. I was determined to finish it and relieved when the task was over.  Yes, it was work!",January-11-2018,2
6262,A beautifully written horrifying account of the first year of the Trump presidency. I recommend reading it at least twice!,January-11-2018,5
6263,good reading,February-18-2018,5
6264,"100% true, probably not. Yet if not, it certainly explains much of the time bomb in the Trump Administration. Well worth the read.",January-17-2018,4
6265,"Hermione Granger taught us in The Order of the Phoenix that the best way to ensure something gets read is to ban it.Trump's lawsuit over this book works the same way.I rarely read nonfiction, but I used an Audible credit on this book this morning. Can't wait to read what the president doesn't want me to know!",January-5-2018,5
6266,When a book brings down a presidency.,January-5-2018,5
6267,"What better way to emulate our President than to buy a book that reads itself to you? Best of all, you only have to listen to it in small spurts because you're already bored with it. Hey! Let's go ride bikes! This book improved my golf game significantly. Which is surprising because I was already the best golfer in the history of the world. I especially appreciated the part of the book where Michael Wolff states that Trump is unequivocally the greatest President in American history - except maybe Ben Franklin, I'm told many people think he might have been a better President... Oh, wait, that part isn't in this book. That's right. This one's the Fake News book. I was thinking about that book ""The Art of the Deal."" Now that's literature.",January-11-2018,5
6268,Very well told study of relationships and Trump's failing mental state. But choppy and disjointed and somewhat repetitive. Need more details on Javanka and clarity on Bannon,January-11-2018,3
6269,"A fascinating read . . . or, in this case, a listen!",January-10-2018,5
6270,interesting book.,February-23-2018,5
6271,"POTUS is a batshit crazy narcissistâ€”this book provides the more or less complete backstory. Frightening, riveting and just plain SAD!",January-11-2018,5
6272,"This account of White House personalities and events appears to parallel TV and other media report.  My suspicions of the ineptitude of the wh leadership is confirmed in this account.  It could not possibly be exaggerated!  I recommend this, even if only just out of curiosity.",January-11-2018,3
6273,"Very well written, very insightful, rings very true to my ears.  Trumpâ€™s hubris is at least backed up by his charisma.  Jared and Ivanka have nothing to justify their arrogance and privileged stupidity .  Of course that fatal flaw goes back to the President, and they will also go down together.",January-11-2018,5
6274,"Even if only 1/2 of what's written here is true, it still paints a frightening picture of our current state - a picture the Trump and company continue to reinforce with their ongoing actions and words. I found it a credible depiction of what happened. I enjoyed most of the author's writing style, but his use of what my dad used to call ""two-dollar"" words seems designed to appeal to his fellow journalists and not so much to the rest of us. He could have made the content more accessible by writing clearly, cleanly, and with words the majority of readers would understand. I've got a pretty good vocab, but had to look up a couple of things - really disrupts the flow. Overall, a good read. It makes me even more concerned about the lack of leadership in DC than I was before I read this.",January-14-2018,5
6275,Would have been better if the author had dinner a better job on sources vs. guesses vs. inuendos. Interesting but not authoritative.,February-17-2018,4
6276,Entertaining read..,January-29-2018,5
6277,"I'm not into political books, but it was worth the $15 to show the President of the United States of America that no one, no matter how powerful, can stop the freedom of the press. The fact that this book is a wild ride and total page turner is icing on the already very delicious cake.",January-5-2018,5
6278,The picture this paints is even worse than I had imagined and i can imagine quite a negative White House culture.,January-11-2018,4
6279,Thanks Michael..We needed your book.,April-23-2018,5
6280,No one tells me what I can and cannot read. And no illegitimate resident in the White House..the People's House...is going to remove a book from circulation because he doesn't like the truth.,January-5-2018,5
6281,"The 5 stars are for the effect it has on Trump and how much it must piss him off. Otherwise, I'd give the book itself maybe 3.75/4 stars. In all honesty, there is not a whole lot in there that was a surprise or that hadn't been hinted at before. Still, an entertaining and quick read. I also wanted to buy it just so I could oppose his censorship.",January-10-2018,5
6282,I honestly haven't gotten around to reading this yet. What I love is that pisses off the manchild and empowers his enemies.,January-24-2018,5
6283,"I enjoyed the book.  It is an easy read.  Whether everything is accurate or not was not important to me.  This book did give a better understanding of who many of the people that we see mentioned in the news and associated with Donald Trump; details that many may know but I didn't.  Many are named as to who supported who, names of various individuals of where they had worked how they acquired their wealth and other interesting details.  There was very little mentioned in the book regarding details of Trump and his family that had not already been in the news.  This is not a book for anyone that is a blind follower of the current administration.  I would recommend  the book.",January-17-2018,5
6284,"I was pretty disappointed in the book, to be honest. There is SO MUCH conjecturing. How could Wolff know what people were doing and thinking behind closed doors? There are few reliable quotes. I saw Wolff on ""The View"" and he just did not seem to be a very honest person. The book DOES set down the facts of who was in the White House and when. If that interests you, go ahead and get this book.  I will not recommend this book to my friends as the juiciest parts of the book were already discussed on the major news outlets.  They have already moved on to the sh*thole comment. (Which was predictably denied)",January-14-2018,2
6285,"Not much that we didn't already know, but a bit of an eye opener in terms of the behind the scenes in fighting and organizational chaos.",January-11-2018,3
6286,Mostly a rehash of what I already knew watching CNN when it happened.  The author could not have first hand knowledge.  And I do not care for Trump.  In fact think he is a vile and ignorant man.,March-7-2018,1
6287,Outstanding book read it cover to cover in less than a day! Hope you get taken on for the sequel or write Omarosa's book !,January-11-2018,5
6288,Didn't shock me at all as anyone paying attention knows this administration is a disaster.,January-11-2018,5
6289,"Bringing together the entire Trump campaign and then the first ten months of the disastrous Trump presidency, Wolff carefully explains and documents how it all happened! Truly a masterpiece!",January-11-2018,5
6290,"As an MSNBC junkie, I thought I'd already heard all the Hugh points of the book discussed on tv. Nope. Reading the book itself just presented more info to back.up the original claims. Michael Wolff is a patriot for making this info available to the public. Trump supporters should read this with an open mind and rethink their support for such a dishonest and sick leader. Hello Pulitzer prize (and impeachment)''",January-11-2018,5
6291,Book is interesting - so many typos in the Kindle edition.,January-20-2018,3
6292,"Book says it in a nut and I repeat nut shell, one mix up of a presidency and all the people mopping up after him",February-18-2018,3
6293,Hard to believe everything but enough is provably true to be a potentially explosively diuretic coda to the Trump white house.,January-11-2018,3
6294,"I just bought Fire and Fury as much to make a statement as to find out what Wolfe found out as he interviewed Trumpâ€™s minions. The statement Iâ€™m making is showing Trump that he might have many powers as the candidate elected by the Electoral College, but he canâ€™t sign a presidential proclamation denying an author the right to write and publish a book critical of him. And someone in the White House might want to inform him of the 1964 landmark Supreme Court case New York Times v. Sullivan before he runs out and makes statements about his intent to sue Wolfe for libel.",January-5-2018,5
6295,"Informative, thought provoking and insightful. The real truth behind the tweeting, alt-right and Charlottesville rationalizations. I wait on every word and every chapter. This is HUUUUUUUUGGGGGGGEEEEEE!",January-10-2018,5
6296,what do you expect from an overgrown child actuallt i think a child could do better... and not talking about mr. wolff,February-18-2018,3
6297,"Before trashing this book as ""chum for liberal"" and expertly commenting on it - you should read it. It is not a trash Trump book - it describes behind the scenes wrangling, power plays on his staff. It's a very interesting narrative and portrays Trump often in a very sympathetic way. That he just wants to be liked. Bannon is the most sinister character and portrayed the most negatively. A compelling read.",January-11-2018,5
6298,"When unbalanced Trump decided to block the publication of this book I new I had to buy it. Excellent read, very amusing and entertaining. All you actually new about the Moron and much much more. Needs to be impeached as soon as possible.",January-7-2018,5
6299,INTERESTING BOOK,January-24-2018,5
6300,"Mostly just adds detail to what has already been leaked and reported. Still worth it. Worth it just to read Trump stunned people would care about the Russia myth in Trump Tower because Don Jr ""is a good boy."" And all this SVUs about NYC socialite kids raping and the parents defending them all make sense.",January-24-2018,4
6301,Great,April-23-2018,5
6302,"No clue, ordered for my mom and haven't hear anything about it since...maybe that's good, maybe that's bad lol",March-22-2018,3
6303,"If you want to know what really happened, simply read this book.  More information than you can possibly imagine!!!",March-9-2018,5
6304,I'd like to believe everything I read in this book because I'm no fan of the Trump administration however I am aware that I have to take what Wolf writes on faith. For the most part the book is merely gossip.,March-18-2018,4
6305,A fun listen in the car. The voice actor is very expressive and does a great job. A story of ignorance and privilege.,January-10-2018,4
6306,Entertaining read and a great compliment to the President's twitter feed.  A well written; riveting story telling how it really is in the WH.,January-6-2018,5
6307,Awesome!,January-14-2018,5
6308,A canâ€™t put it down Machiavellian tale of the tRump White House. Clearly shows how out of his depth the president really is. I fear the Republic will never recover. Bannon should be held accountable for treason.,January-11-2018,5
6309,"Yesterday, the president referred to himself as a ""stable genius."" The president in this book is more moron than Mensa.  There are some proofreading problems here and there, but damn, this is a heck of a read, sort of a ""Not the Best or the Brightest"" (sic) with my apologies to David Halberstam.  Forget the nitpicking pundits on television, this a juicy rhetorical ribeye, loaded with lots of red meat for the reader.  Entertaining and with the proverbial ring of truth.",January-7-2018,5
6310,"Trump is angry for this book being published. I hope its a best seller by next week for no other reason than I am sick and tired of this president ""demanding"" anything from anyone. He is about as important as a drop of water in a full bucket.",January-5-2018,5
6311,"Could not buy in book form - all sold out - so read it on my Kindle.  Quite a fun read.  The only drawback is reliving the nightmare of the past year in 328 pages!!  I, however, believe the book is true because to quote Spicer, ""You can't make this stuff up!""  (Or to quote G. W. Bush, ""That is some crazy shit!"")  So not just democrats are amazed!  I will be buying a hard copy just to put on my shelf.",January-11-2018,5
6312,"This was probably the worst book I have ever read. It read like it was thrown together quickly with no organization and no clear purpose. The sad revelation is that this entire administration, from the president to the lowest clerk, was described as incompetent and only concerned with the in fighting in Washington and destroying each other for one's own gain. The entire book was spent describing the cabinet positions, who was to fill them, when they would be fired or resign, and who was the cause of that action.  I would not recommend this book to anyone.",March-29-2018,1
6313,"Entertaining to read, but ridiculous to believe. Author states something as fact in one chapter and then contradicts himself in another.",February-5-2018,3
6314,"Love the book! Highly recommend it!""Fire, fury and frankly power, the likes of which this world has never seen before.â€ù lol This book would be a great ready-to-use script for a documentary on Trump's presidency, hopefully soon.",January-10-2018,5
6315,A lot to think about after reading this.  Very interesting.  Scary too when you think about all that took place.,January-11-2018,5
6316,"Itâ€™s a provocative listen. Even if there is a lot of misreporting, you get an idea of the circus happening in this administration. Itâ€™s simply entertaining!!",January-10-2018,4
6317,I for one did not vote for this man. But I am certain he will claim that I did.,January-5-2018,5
6318,This book seemed quite boring to me.  Not really much new material.,January-30-2018,3
6319,"If any of this is true, we should feel nervous. Wolff has written and informative and, I think, a good book.",January-15-2018,5
6320,I am convienced the president is the wrong man,February-9-2018,5
6321,"It wasn't a ""bad"" book, but if you've been watching the news and/or following the various catastrophes surrounding Trump you'll already know the vast majority of the information in here. For someone not aware of anything that's transpired, it would probably be a 4 star book, for me I'll stick with 3. I got through it, but didn't learn much along the way.",January-27-2018,3
6322,"Much of the information presented in this book was known, or at the very least suspected. Still, it is a fascinating look at the absolute chaos of Trump and his band of incompetents. Everyone thinks they can control the fool, but they underestimate their own stupidity. We live in scary times.",January-7-2018,5
6323,Horrible should not have ordered the book,March-4-2018,1
6324,Don't waste your money.  Tune into MSNBC or CNN to get more info that you don't already know about for free.,March-11-2018,1
6325,"Wanted to see what the people really thought  about Donald Trump.Could  not put  this book down.Reading about the inside workings of the White House, the intrigue, the drama, and the sad fact that this is American history,  was worth every penny spent on this book. I just started my 2nd read, it's  that interesting. Every American citizen needs to read this  book. Truth or Fiction it's  worth it.",January-11-2018,4
6326,Slow reading and disregard the editing flaws. They add to the flawed pattern of speech of the #45. What a coincidence!,February-18-2018,3
6327,"The story in this book is a scary one.  At the same time, it is maddening and frustrating.  You will find yourself shaking your head throughout the book.  The book confirms your worst fears about the state of our country, we are living through a nightmare.  It's a must read for all patriots.",January-11-2018,5
6328,Interesting read. I do have a problem when the author tells what a person is thinking or quotes dialogue. I cannot see where any of these people would tell a reporter their innermost thoughts or leak that particular conversation.,January-14-2018,3
6329,I got the audio version for a free trial and Blood Meridian to boot. Interesting insight at the very least.,January-5-2018,5
6330,"Brave and well documented. A truly patriotic  work. Buy it now, especially if you voted for Trump. It will  change your mind.",January-11-2018,5
6331,"Not much of this book is actually new. Except for the explosive excerpts leaked already, everything else you thought you knew is accurate about Trump. Itâ€™s truly a shame. Also, clearly the author spent an enormous amount of time with Bannon and most of this book is his interpretation of events. Everything in here has already been reported just with anonymous sources. You already know 90% of whatâ€™s in here.",January-7-2018,4
6332,This book would have been more enjoyable had the author not felt the need to use obscure words that a normal person would never use.,January-24-2018,4
6333,"I liked all of it, because all of it is true !!!!!!!",February-13-2018,2
6334,"Mr. Wolff gives us a account of just how dysfunctional everything about the White House and the Trumps actually is.  He presents facts and small scenes to support his positions.  I think it an important book but just like everything else, the Trumps will trash it.  In the Trump world there is no good there.  I hope the book hastens his impeachment.",January-10-2018,5
6335,Required reading for all Americans. If half of this is true we are in serious trouble.,January-11-2018,5
6336,"Well written, hard to put down.",January-17-2018,5
6337,"Even though youâ€™ve already heard the juiciest tidbits from this book, itâ€™s still a fascinating read.",January-10-2018,5
6338,"I only bought this book after Trump's lawyers tried to block it, otherwise I just would have read the highlights from the fake media.So far, everything in here is mostly what has already been reported by the fake media and nothing is really surprising. I expect the rest of the book to be more of the same. Nobody in his camp expected to win, they were just doing it for visibility. Trump is full of himself, nobody on staff knows what they are doing, he doesn't know who he is talking to most of the time, he repeats himself, doesn't understand the most basic functions of government, and in general is terribly unfit to be president.If Trump upsets you, this book will re-affirm your issues and probably upset you more. If you are one of those people that voted for Trump because he has the backs of the little guys and is going to drain the swamp and ""those e-mails though!"", this certainly won't change your mind because this book is obviously left propaganda paid for by Hillary and is fake news.",January-9-2018,4
6339,"Lacking a little in validation, but a good read.  Too bad it had to be about such a failure of a human being....",January-28-2018,4
6340,It is what it is.,January-28-2018,5
6341,The book confirmed everything thatâ€™s been in the MSM over the past year...and itâ€™s not fake news,January-17-2018,5
6342,Good book. A lot of the sensational moments have already been picked up by the media. Thus is all about Bannon vs the Jarvanka wing. Now that Bannon is out it does not appear that the presidency is heading further more moderate Jarvanka wing which makes you question their influence,January-29-2018,3
